,Areas,Area Code,Regions,Year Code,year,Gender Code,Gender,Fatalities,Percentage:Hypertension,Percentage:Diabetes,Inhabitants,Fatalities_per_100000,Age_std_mortality,MeanAge,PrematureFatalities,PrematureFatalitiesPercent,PrematureFatalityASR,PotentialLifeLost,PLLper1000,PotentialAvoidableFatalities,PAFpercent
4716,Statistical Area Level 3 (SA3),6,Gippsland - South West,1,2016,0,Females,268.0,4.392,4.3915290572585395,31885.0,840.5,420.5,85.0,68.0,25.4,158.3,1080.0,38.1,26,38.2
4717,Statistical Area Level 3 (SA3),6,Gippsland - South West,2,2017,0,Females,322.0,4.695,4.694675020559133,32442.0,992.5,492.4,83.0,78.0,24.2,164.1,988.0,34.3,39,47.6
4718,Statistical Area Level 3 (SA3),6,Gippsland - South West,3,2018,0,Females,314.0,4.605,4.605087134980064,33029.0,950.7,475.8,83.5,97.0,30.9,195.9,1154.0,39.3,52,51.5
4719,Statistical Area Level 3 (SA3),6,Gippsland - South West,4,2019,0,Females,326.0,5.51,5.510278406082202,33732.0,966.4,489.9,84.0,83.0,25.5,177.0,1199.0,40.0,48,64.0
4720,Statistical Area Level 3 (SA3),6,Latrobe Valley,0,2015,0,Females,329.0,5.347,5.347318066955873,37565.0,875.8,569.5,83.0,93.0,28.3,215.2,1403.0,40.9,46,49.5
4721,Statistical Area Level 3 (SA3),6,Latrobe Valley,1,2016,0,Females,343.0,5.563,5.562996062369303,37781.0,907.9,580.3,82.0,99.0,28.9,221.4,1232.0,35.8,50,50.5
4722,Statistical Area Level 3 (SA3),6,Latrobe Valley,2,2017,0,Females,357.0,5.694,5.693855690284314,37827.0,943.8,596.0,83.0,105.0,29.4,233.4,1612.0,46.8,60,53.6
4723,Statistical Area Level 3 (SA3),6,Latrobe Valley,3,2018,0,Females,320.0,5.505,5.5051505144665,38058.0,840.8,523.2,84.0,90.0,28.1,192.7,1347.0,38.8,49,53.8
4724,Statistical Area Level 3 (SA3),6,Latrobe Valley,4,2019,0,Females,378.0,5.458,5.45808625819855,38196.0,989.6,622.8,81.5,123.0,32.5,250.6,1548.0,44.4,60,52.2
4725,Statistical Area Level 3 (SA3),6,Wellington,0,2015,0,Females,210.0,5.501,5.500883142097314,21128.0,993.9,598.6,84.0,54.0,25.7,199.1,763.0,39.6,26,48.1
4726,Statistical Area Level 3 (SA3),6,Wellington,1,2016,0,Females,182.0,4.292,4.292172802093713,21302.0,854.4,527.9,84.0,50.0,27.5,191.6,861.0,44.3,23,46.0
4727,Statistical Area Level 3 (SA3),6,Wellington,2,2017,0,Females,203.0,5.577,5.576511051742351,21492.0,944.5,594.7,85.0,57.0,28.1,227.3,1011.0,51.5,35,59.3
4728,Statistical Area Level 3 (SA3),6,Wellington,3,2018,0,Females,177.0,5.282,5.282339378374329,21560.0,821.0,501.3,83.0,45.0,25.4,155.8,538.0,27.4,23,50.0
4729,Statistical Area Level 3 (SA3),6,Wellington,4,2019,0,Females,178.0,4.035,4.035408316154817,21626.0,823.1,505.2,84.0,46.0,25.8,158.0,597.0,30.3,23,53.5
4730,Statistical Area Level 3 (SA3),6,Brunswick - Coburg,0,2015,0,Females,226.0,5.305,5.305320618220034,45965.0,491.7,392.1,85.5,40.0,17.7,108.0,577.0,13.5,22,55.0
4731,Statistical Area Level 3 (SA3),6,Brunswick - Coburg,1,2016,0,Females,233.0,5.97,5.9698629958246805,47087.0,494.8,396.4,85.0,40.0,17.2,98.2,812.0,18.5,20,50.0
4732,Statistical Area Level 3 (SA3),6,Brunswick - Coburg,2,2017,0,Females,237.0,4.693,4.693437682324865,48342.0,490.3,398.9,86.0,44.0,18.6,104.9,664.0,14.7,19,43.2
4733,Statistical Area Level 3 (SA3),6,Brunswick - Coburg,3,2018,0,Females,230.0,4.565,4.5645621467321265,49824.0,461.6,395.6,84.0,56.0,24.3,131.0,1039.0,22.3,29,50.0
4734,Statistical Area Level 3 (SA3),6,Brunswick - Coburg,4,2019,0,Females,238.0,4.895,4.895373062318366,51019.0,466.5,385.2,86.0,48.0,20.2,108.4,804.0,16.8,26,56.5
4735,Statistical Area Level 3 (SA3),6,Darebin - South,0,2015,0,Females,147.0,5.371,5.370780083435397,28396.0,517.7,393.3,85.0,26.0,17.7,104.7,551.0,20.9,13,50.0
4736,Statistical Area Level 3 (SA3),6,Darebin - South,1,2016,0,Females,164.0,5.891,5.891345650937341,29047.0,564.6,430.2,85.0,34.0,20.7,140.6,563.0,20.9,16,47.1
4737,Statistical Area Level 3 (SA3),6,Darebin - South,2,2017,0,Females,167.0,4.529,4.528939761330352,29679.0,562.7,422.3,86.0,34.0,20.4,135.8,464.0,16.8,10,27.0
4738,Statistical Area Level 3 (SA3),6,Darebin - South,3,2018,0,Females,153.0,5.084,5.083633798009918,30202.0,506.6,396.4,84.0,40.0,26.1,148.5,673.0,24.0,22,53.7
4739,Statistical Area Level 3 (SA3),6,Darebin - South,4,2019,0,Females,155.0,5.39,5.3904504043146435,30698.0,504.9,361.8,87.0,30.0,19.4,104.8,539.0,18.9,13,50.0
4740,Statistical Area Level 3 (SA3),6,Essendon,0,2015,0,Females,214.0,4.99,4.989857927432106,35419.0,604.2,426.7,87.0,49.0,22.9,154.6,748.0,22.8,24,49.0
4741,Statistical Area Level 3 (SA3),6,Essendon,1,2016,0,Females,193.0,4.672,4.672496309837126,36237.0,532.6,387.0,85.0,43.0,22.3,132.2,796.0,23.6,18,41.9
4742,Statistical Area Level 3 (SA3),6,Essendon,2,2017,0,Females,179.0,4.077,4.077122230721143,36954.0,484.4,349.9,86.0,37.0,20.7,110.1,717.0,20.9,18,46.2
4743,Statistical Area Level 3 (SA3),6,Essendon,3,2018,0,Females,189.0,5.057,5.05715352617886,37706.0,501.2,361.4,86.0,41.0,21.7,110.6,627.0,17.9,15,35.7
4744,Statistical Area Level 3 (SA3),6,Essendon,4,2019,0,Females,191.0,5.381,5.381404672609647,38373.0,497.7,355.2,88.0,41.0,21.5,110.9,647.0,18.1,18,47.4
4745,Statistical Area Level 3 (SA3),6,Melbourne City,0,2015,0,Females,168.0,4.701,4.701462744156628,69405.0,242.1,373.1,87.0,41.0,24.4,99.5,718.0,10.6,18,43.9
4746,Statistical Area Level 3 (SA3),6,Melbourne City,1,2016,0,Females,166.0,5.478,5.477951289839369,74386.0,223.2,374.9,82.0,58.0,34.9,138.6,1656.0,22.9,35,60.3
4747,Statistical Area Level 3 (SA3),6,Melbourne City,2,2017,0,Females,180.0,5.86,5.85996517811095,81095.0,222.0,361.8,86.0,44.0,24.4,91.5,1182.0,15.0,26,55.3
4748,Statistical Area Level 3 (SA3),6,Melbourne City,3,2018,0,Females,156.0,5.549,5.549434208553174,86657.0,180.0,297.9,86.0,50.0,32.1,102.5,877.0,10.4,24,45.3
4749,Statistical Area Level 3 (SA3),6,Melbourne City,4,2019,0,Females,277.0,4.036,4.036441772089205,90860.0,304.9,507.3,81.0,107.0,38.6,201.3,2088.0,23.6,51,50.5
4750,Statistical Area Level 3 (SA3),6,Port Phillip,0,2015,0,Females,229.0,5.571,5.570990636127519,53942.0,424.5,413.2,85.0,61.0,26.6,120.9,1191.0,23.2,32,52.5
4751,Statistical Area Level 3 (SA3),6,Port Phillip,1,2016,0,Females,204.0,5.904,5.903632413177035,55212.0,369.5,356.2,83.0,70.0,34.3,132.3,1494.0,28.5,39,55.7
4752,Statistical Area Level 3 (SA3),6,Port Phillip,2,2017,0,Females,249.0,5.891,5.890606472005502,56292.0,442.3,433.9,83.0,88.0,35.3,166.8,1619.0,30.3,34,37.0
4753,Statistical Area Level 3 (SA3),6,Port Phillip,3,2018,0,Females,224.0,5.217,5.217294772382656,57619.0,388.8,383.4,83.0,73.0,32.6,134.7,1220.0,22.3,42,55.3
4754,Statistical Area Level 3 (SA3),6,Port Phillip,4,2019,0,Females,244.0,5.577,5.577023769691119,58767.0,415.2,392.2,85.0,78.0,32.0,135.7,1416.0,25.4,38,53.5
4755,Statistical Area Level 3 (SA3),6,Stonnington - West,0,2015,0,Females,155.0,4.506,4.506269426214137,33726.0,459.6,317.6,86.0,35.0,22.6,99.0,744.0,23.9,16,45.7
4756,Statistical Area Level 3 (SA3),6,Stonnington - West,1,2016,0,Females,154.0,4.335,4.3347876475500495,35157.0,438.0,312.8,87.0,32.0,20.8,96.4,467.0,14.3,11,34.4
4757,Statistical Area Level 3 (SA3),6,Stonnington - West,2,2017,0,Females,171.0,5.715,5.714852646947862,36182.0,472.6,331.8,87.0,36.0,21.1,100.2,563.0,16.8,19,50.0
4758,Statistical Area Level 3 (SA3),6,Stonnington - West,3,2018,0,Females,151.0,5.127,5.126753786883166,37060.0,407.4,288.2,84.0,35.0,23.2,90.8,504.0,14.7,16,43.2
4759,Statistical Area Level 3 (SA3),6,Stonnington - West,4,2019,0,Females,191.0,4.72,4.720404717010425,37535.0,508.9,356.7,86.0,53.0,27.7,146.9,851.0,24.6,22,44.9
4760,Statistical Area Level 3 (SA3),6,Yarra,0,2015,0,Females,168.0,4.46,4.460075370548877,46375.0,362.3,401.0,82.0,50.0,29.8,128.2,673.0,15.2,23,46.0
4761,Statistical Area Level 3 (SA3),6,Yarra,1,2016,0,Females,171.0,5.066,5.066056184350326,47908.0,356.9,401.4,82.0,52.0,30.4,125.4,756.0,16.6,20,38.5
4762,Statistical Area Level 3 (SA3),6,Yarra,2,2017,0,Females,166.0,4.169,4.168979877868338,49253.0,337.0,369.2,84.0,54.0,32.5,129.3,929.0,19.8,27,47.4
4763,Statistical Area Level 3 (SA3),6,Yarra,3,2018,0,Females,154.0,5.985,5.985295730458866,50430.0,305.4,325.3,81.5,55.0,35.7,124.4,769.0,16.1,30,50.8
4764,Statistical Area Level 3 (SA3),6,Yarra,4,2019,0,Females,209.0,5.077,5.077486371908744,51774.0,403.7,416.0,81.0,73.0,34.9,158.9,1185.0,24.1,36,54.5
4765,Statistical Area Level 3 (SA3),6,Boroondara,0,2015,0,Females,664.0,4.501,4.5010716818146985,90325.0,735.1,404.8,88.5,101.0,15.2,108.0,1697.0,20.5,46,45.5
4766,Statistical Area Level 3 (SA3),6,Boroondara,1,2016,0,Females,647.0,4.572,4.572149711159404,91651.0,705.9,386.8,88.0,110.0,17.0,113.9,1609.0,19.2,53,48.2
4767,Statistical Area Level 3 (SA3),6,Boroondara,2,2017,0,Females,659.0,5.502,5.501759226503735,92831.0,709.9,388.5,89.0,91.0,13.8,91.1,1417.0,16.7,37,37.8
4768,Statistical Area Level 3 (SA3),6,Boroondara,3,2018,0,Females,583.0,4.448,4.448399489010544,93654.0,622.5,350.5,89.0,83.0,14.2,81.5,1144.0,13.3,34,39.1
4769,Statistical Area Level 3 (SA3),6,Boroondara,4,2019,0,Females,598.0,4.607,4.607461911815942,94561.0,632.4,352.2,89.0,106.0,17.7,104.7,1741.0,20.1,43,45.3
4770,Statistical Area Level 3 (SA3),6,Manningham - West,0,2015,0,Females,371.0,4.507,4.507368037367074,48300.0,768.1,383.5,85.0,69.0,18.6,115.2,1093.0,25.5,26,37.7
4771,Statistical Area Level 3 (SA3),6,Manningham - West,1,2016,0,Females,371.0,5.092,5.092037234036389,49066.0,756.1,354.8,86.0,60.0,16.2,96.7,792.0,18.3,23,38.3
4772,Statistical Area Level 3 (SA3),6,Manningham - West,2,2017,0,Females,393.0,5.996,5.9956823751178785,49796.0,789.2,375.3,87.0,69.0,17.6,115.0,1042.0,23.7,28,39.4
4773,Statistical Area Level 3 (SA3),6,Manningham - West,3,2018,0,Females,348.0,4.052,4.0515538054496485,50286.0,692.0,318.2,87.0,62.0,17.8,97.5,791.0,17.9,27,42.2
4774,Statistical Area Level 3 (SA3),6,Manningham - West,4,2019,0,Females,402.0,4.612,4.611760453086539,51413.0,781.9,348.3,88.0,61.0,15.2,94.3,690.0,15.3,26,45.6
4775,Statistical Area Level 3 (SA3),6,Whitehorse - West,0,2015,0,Females,379.0,5.277,5.2773251814899975,54075.0,700.9,377.3,86.0,75.0,19.8,135.3,1141.0,23.5,33,44.0
4776,Statistical Area Level 3 (SA3),6,Whitehorse - West,1,2016,0,Females,395.0,5.554,5.553827787714601,55018.0,717.9,381.8,87.0,72.0,18.2,129.0,1016.0,20.5,35,48.6
4777,Statistical Area Level 3 (SA3),6,Whitehorse - West,2,2017,0,Females,337.0,4.504,4.5043122651230645,56131.0,600.4,316.3,87.0,53.0,15.7,93.8,722.0,14.3,26,45.6
4778,Statistical Area Level 3 (SA3),6,Whitehorse - West,3,2018,0,Females,318.0,5.698,5.697501259608365,57120.0,556.7,311.0,86.0,64.0,20.1,117.0,1242.0,24.2,34,51.5
4779,Statistical Area Level 3 (SA3),6,Whitehorse - West,4,2019,0,Females,395.0,4.498,4.498277761488245,57892.0,682.3,379.6,86.0,84.0,21.3,150.0,1262.0,24.2,37,47.4
4780,Statistical Area Level 3 (SA3),6,Bayside,0,2015,0,Females,468.0,4.447,4.447177152460709,52687.0,888.3,398.2,88.0,59.0,12.6,93.5,681.0,14.4,22,37.3
4781,Statistical Area Level 3 (SA3),6,Bayside,1,2016,0,Females,444.0,5.711,5.711421439028996,53526.0,829.5,375.9,89.0,79.0,17.8,126.7,1346.0,28.0,35,44.3
4782,Statistical Area Level 3 (SA3),6,Bayside,2,2017,0,Females,425.0,4.668,4.668120017116273,54321.0,782.4,360.2,89.0,65.0,15.3,96.8,805.0,16.5,33,46.5
4783,Statistical Area Level 3 (SA3),6,Bayside,3,2018,0,Females,370.0,5.251,5.251413977882755,55142.0,671.0,317.0,88.0,71.0,19.2,109.8,1129.0,22.8,35,48.6
4784,Statistical Area Level 3 (SA3),6,Bayside,4,2019,0,Females,470.0,4.479,4.479413301189831,55777.0,842.6,397.4,89.0,80.0,17.0,119.8,1010.0,20.2,28,38.4
4785,Statistical Area Level 3 (SA3),6,Glen Eira,0,2015,0,Females,542.0,5.974,5.973897153988405,78832.0,687.5,399.8,87.0,111.0,20.5,146.5,1980.0,27.5,62,55.9
4786,Statistical Area Level 3 (SA3),6,Glen Eira,1,2016,0,Females,519.0,4.561,4.560928286967126,80333.0,646.1,358.7,88.0,83.0,16.0,106.8,1205.0,16.4,36,43.4
4787,Statistical Area Level 3 (SA3),6,Glen Eira,2,2017,0,Females,541.0,4.25,4.250262107468558,81926.0,660.4,373.8,89.0,88.0,16.3,108.6,1393.0,18.6,42,47.2
4788,Statistical Area Level 3 (SA3),6,Glen Eira,3,2018,0,Females,528.0,4.602,4.601606447290465,83252.0,634.2,362.6,88.0,80.0,15.2,95.0,1257.0,16.4,33,40.7
4789,Statistical Area Level 3 (SA3),6,Glen Eira,4,2019,0,Females,520.0,5.01,5.010372684610102,84482.0,615.5,359.7,88.0,83.0,16.0,96.4,1353.0,17.4,35,43.2
4790,Statistical Area Level 3 (SA3),6,Kingston,0,2015,0,Females,420.0,4.935,4.934929171347861,61807.0,679.5,383.5,86.0,88.0,21.0,128.9,1263.0,22.5,40,45.5
4791,Statistical Area Level 3 (SA3),6,Kingston,1,2016,0,Females,404.0,5.56,5.560477570111637,63146.0,639.8,367.9,86.0,87.0,21.5,125.2,1194.0,20.8,39,44.8
4792,Statistical Area Level 3 (SA3),6,Kingston,2,2017,0,Females,470.0,4.307,4.307110167950638,64131.0,732.9,423.3,85.0,113.0,24.0,157.8,1697.0,29.1,52,44.8
4793,Statistical Area Level 3 (SA3),6,Kingston,3,2018,0,Females,416.0,5.615,5.615203724353092,65125.0,638.8,355.5,87.0,92.0,22.1,123.6,1219.0,20.6,45,46.4
4794,Statistical Area Level 3 (SA3),6,Kingston,4,2019,0,Females,456.0,5.078,5.0781434385104856,66084.0,690.0,397.3,85.0,116.0,25.4,151.6,1343.0,22.4,52,48.1
4795,Statistical Area Level 3 (SA3),6,Stonnington - East,0,2015,0,Females,142.0,5.868,5.868286829866886,22338.0,635.7,381.4,87.0,24.0,16.9,103.8,292.0,14.3,12,50.0
4796,Statistical Area Level 3 (SA3),6,Stonnington - East,1,2016,0,Females,170.0,5.952,5.952063252811783,22620.0,751.5,435.8,88.0,27.0,15.9,118.0,394.0,19.0,13,48.1
4797,Statistical Area Level 3 (SA3),6,Stonnington - East,2,2017,0,Females,156.0,5.759,5.759346339054255,23026.0,677.5,415.0,87.0,23.0,14.7,97.6,295.0,14.0,7,28.0
4798,Statistical Area Level 3 (SA3),6,Stonnington - East,3,2018,0,Females,140.0,5.173,5.17252504929252,23315.0,600.5,355.9,87.0,22.0,15.7,89.7,259.0,12.1,8,34.8
4799,Statistical Area Level 3 (SA3),6,Stonnington - East,4,2019,0,Females,171.0,4.269,4.268563891022031,23631.0,723.6,444.4,88.0,30.0,17.5,131.5,612.0,28.2,12,44.4
4800,Statistical Area Level 3 (SA3),6,Banyule,0,2015,0,Females,456.0,5.101,5.101216784143453,64459.0,707.4,411.1,87.0,97.0,21.3,133.1,1440.0,24.5,45,46.4
4801,Statistical Area Level 3 (SA3),6,Banyule,1,2016,0,Females,377.0,5.642,5.642257179621041,65019.0,579.8,337.8,87.0,74.0,19.6,101.8,1144.0,19.3,39,52.7
4802,Statistical Area Level 3 (SA3),6,Banyule,2,2017,0,Females,450.0,5.64,5.640396055767052,65907.0,682.8,389.7,87.0,99.0,22.0,127.8,1423.0,23.7,54,50.5
4803,Statistical Area Level 3 (SA3),6,Banyule,3,2018,0,Females,453.0,4.115,4.1148098842022875,66572.0,680.5,392.2,87.0,106.0,23.4,140.5,1800.0,29.7,53,46.5
4804,Statistical Area Level 3 (SA3),6,Banyule,4,2019,0,Females,486.0,5.504,5.503737435330544,67197.0,723.2,417.5,86.0,124.0,25.5,153.9,1485.0,24.3,42,38.9
4805,Statistical Area Level 3 (SA3),6,Darebin - North,0,2015,0,Females,444.0,4.828,4.827642576886564,49441.0,898.0,537.7,85.0,89.0,20.0,192.0,1497.0,33.4,41,46.1
4806,Statistical Area Level 3 (SA3),6,Darebin - North,1,2016,0,Females,356.0,4.924,4.923657714499257,50518.0,704.7,448.9,84.0,95.0,26.7,197.7,1497.0,32.7,47,49.5
4807,Statistical Area Level 3 (SA3),6,Darebin - North,2,2017,0,Females,409.0,4.112,4.111884057660222,51664.0,791.7,483.2,86.0,79.0,19.3,163.6,1313.0,28.0,44,55.7
4808,Statistical Area Level 3 (SA3),6,Darebin - North,3,2018,0,Females,324.0,4.996,4.996223449543018,52543.0,616.6,371.6,86.0,64.0,19.8,128.4,1084.0,22.7,39,56.5
4809,Statistical Area Level 3 (SA3),6,Darebin - North,4,2019,0,Females,358.0,5.591,5.5908042637344515,53333.0,671.3,412.5,85.0,79.0,22.1,157.6,1377.0,28.4,34,45.9
4810,Statistical Area Level 3 (SA3),6,Nillumbik - Kinglake,0,2015,0,Females,123.0,5.355,5.354571618393882,33910.0,362.7,402.0,85.0,29.0,23.6,79.6,480.0,14.8,16,55.2
4811,Statistical Area Level 3 (SA3),6,Nillumbik - Kinglake,1,2016,0,Females,143.0,5.28,5.279994664297426,34201.0,418.1,436.7,83.0,49.0,34.3,121.4,683.0,20.9,27,55.1
4812,Statistical Area Level 3 (SA3),6,Nillumbik - Kinglake,2,2017,0,Females,118.0,5.71,5.710078471980379,34407.0,343.0,366.0,84.0,33.0,28.0,85.9,523.0,15.9,15,44.1
4813,Statistical Area Level 3 (SA3),6,Nillumbik - Kinglake,3,2018,0,Females,128.0,5.482,5.482219991946483,34628.0,369.6,384.7,84.0,35.0,27.3,88.1,666.0,20.2,18,51.4
4814,Statistical Area Level 3 (SA3),6,Nillumbik - Kinglake,4,2019,0,Females,139.0,4.59,4.590036513724409,34732.0,400.2,404.4,84.0,32.0,23.0,77.7,511.0,15.5,13,41.9
4815,Statistical Area Level 3 (SA3),6,Whittlesea - Wallan,0,2015,0,Females,433.0,4.925,4.925458377718347,106703.0,405.8,448.2,83.0,134.0,30.9,137.3,2559.0,25.2,55,41.0
4816,Statistical Area Level 3 (SA3),6,Whittlesea - Wallan,1,2016,0,Females,456.0,4.568,4.5679458490128955,112369.0,405.8,442.8,82.0,141.0,30.9,134.8,2285.0,21.4,54,38.3
4817,Statistical Area Level 3 (SA3),6,Whittlesea - Wallan,2,2017,0,Females,502.0,5.125,5.125133742952047,117013.0,429.0,460.2,82.0,162.0,32.3,148.7,2978.0,26.8,71,42.5
4818,Statistical Area Level 3 (SA3),6,Whittlesea - Wallan,3,2018,0,Females,484.0,4.555,4.55501044407676,121168.0,399.4,415.9,80.0,188.0,38.8,162.0,2927.0,25.4,79,39.3
4819,Statistical Area Level 3 (SA3),6,Whittlesea - Wallan,4,2019,0,Females,561.0,4.919,4.9194539302365285,125176.0,448.2,459.7,82.0,187.0,33.3,157.7,2877.0,24.2,81,47.9
4820,Statistical Area Level 3 (SA3),6,Keilor,0,2015,0,Females,220.0,4.412,4.41239893527489,30752.0,715.4,393.5,85.0,46.0,20.9,122.4,686.0,24.9,20,43.5
4821,Statistical Area Level 3 (SA3),6,Keilor,1,2016,0,Females,194.0,5.254,5.253892755097592,31314.0,619.5,340.0,84.0,44.0,22.7,117.2,668.0,23.9,19,43.2
4822,Statistical Area Level 3 (SA3),6,Keilor,2,2017,0,Females,228.0,4.513,4.512968521838914,31830.0,716.3,365.9,85.0,36.0,15.8,93.3,477.0,16.8,11,30.6
4823,Statistical Area Level 3 (SA3),6,Keilor,3,2018,0,Females,180.0,4.934,4.93446972274466,32398.0,555.6,283.3,85.0,36.0,20.0,91.2,484.0,16.8,17,47.2
4824,Statistical Area Level 3 (SA3),6,Keilor,4,2019,0,Females,207.0,5.513,5.513016609142053,32981.0,627.6,321.9,84.0,51.0,24.6,129.1,705.0,24.2,23,45.1
4826,Statistical Area Level 3 (SA3),6,Macedon Ranges,1,2016,0,Females,63.0,4.633,4.632559770026079,15329.0,411.0,371.3,78.0,26.0,41.3,141.4,582.0,40.0,16,61.5
4827,Statistical Area Level 3 (SA3),6,Macedon Ranges,2,2017,0,Females,61.0,4.841,4.841419673016048,15751.0,387.3,333.1,80.0,22.0,36.1,116.6,318.0,21.4,5,21.7
4828,Statistical Area Level 3 (SA3),6,Macedon Ranges,3,2018,0,Females,68.0,5.493,5.493468946300924,15977.0,425.6,358.1,79.5,27.0,39.7,140.2,385.0,25.5,13,48.1
4829,Statistical Area Level 3 (SA3),6,Macedon Ranges,4,2019,0,Females,75.0,5.131,5.131394802903029,16210.0,462.7,396.0,79.0,26.0,34.7,137.7,409.0,26.8,9,36.0
4830,Statistical Area Level 3 (SA3),6,Moreland - North,0,2015,0,Females,374.0,4.919,4.919072816246007,38716.0,966.0,465.3,87.0,52.0,13.9,149.1,927.0,27.1,24,46.2
4831,Statistical Area Level 3 (SA3),6,Moreland - North,1,2016,0,Females,364.0,4.937,4.937166841116697,39820.0,914.1,482.1,86.0,65.0,17.9,183.6,802.0,22.7,32,49.2
4832,Statistical Area Level 3 (SA3),6,Moreland - North,2,2017,0,Females,376.0,4.787,4.78682702043551,40854.0,920.4,463.1,87.0,50.0,13.3,137.9,932.0,25.6,27,50.0
4833,Statistical Area Level 3 (SA3),6,Moreland - North,3,2018,0,Females,327.0,4.491,4.490941493227999,41731.0,783.6,414.4,87.0,55.0,16.8,145.7,931.0,24.9,19,33.9
4834,Statistical Area Level 3 (SA3),6,Moreland - North,4,2019,0,Females,335.0,4.368,4.36823380568559,42527.0,787.7,421.2,86.0,56.0,16.7,144.9,1179.0,30.9,22,43.1
4835,Statistical Area Level 3 (SA3),6,Sunbury,0,2015,0,Females,101.0,4.149,4.14895410899026,20297.0,497.6,440.4,81.0,37.0,36.6,174.8,425.0,22.2,19,51.4
4836,Statistical Area Level 3 (SA3),6,Sunbury,1,2016,0,Females,90.0,4.214,4.213982111351031,20805.0,432.6,381.5,82.5,24.0,26.7,107.6,315.0,16.1,15,62.5
4837,Statistical Area Level 3 (SA3),6,Sunbury,2,2017,0,Females,107.0,5.011,5.010567502846735,21185.0,505.1,432.8,80.0,39.0,36.4,171.1,591.0,29.7,20,51.3
4838,Statistical Area Level 3 (SA3),6,Sunbury,3,2018,0,Females,97.0,5.925,5.924707168223648,21775.0,445.5,378.5,81.0,27.0,27.8,114.7,499.0,24.4,16,55.2
4839,Statistical Area Level 3 (SA3),6,Sunbury,4,2019,0,Females,110.0,5.466,5.466078574941719,22521.0,488.4,404.7,83.0,31.0,28.2,131.3,565.0,26.7,20,69.0
4840,Statistical Area Level 3 (SA3),6,Tullamarine - Broadmeadows,0,2015,0,Females,276.0,4.803,4.803407286276765,79819.0,345.8,469.0,76.0,115.0,41.7,170.6,1772.0,23.1,52,45.2
4841,Statistical Area Level 3 (SA3),6,Tullamarine - Broadmeadows,1,2016,0,Females,305.0,5.518,5.5181845299378764,83726.0,364.3,487.2,78.0,126.0,41.3,172.7,2277.0,28.3,70,55.6
4842,Statistical Area Level 3 (SA3),6,Tullamarine - Broadmeadows,2,2017,0,Females,307.0,5.105,5.10547837827113,87386.0,351.3,453.3,77.0,133.0,43.3,171.5,2559.0,30.5,67,49.6
4843,Statistical Area Level 3 (SA3),6,Tullamarine - Broadmeadows,3,2018,0,Females,286.0,5.766,5.766255382180054,91610.0,312.2,396.4,77.5,126.0,44.1,156.0,2151.0,24.4,56,44.1
4844,Statistical Area Level 3 (SA3),6,Tullamarine - Broadmeadows,4,2019,0,Females,303.0,4.235,4.2349376360597075,95639.0,316.8,399.9,81.0,110.0,36.3,127.4,1823.0,19.9,52,48.6
4845,Statistical Area Level 3 (SA3),6,Knox,0,2015,0,Females,483.0,4.668,4.668001244733967,80590.0,599.3,426.8,86.0,123.0,25.5,137.7,1845.0,24.6,58,47.2
4846,Statistical Area Level 3 (SA3),6,Knox,1,2016,0,Females,539.0,4.795,4.794708575624428,81485.0,661.5,468.0,85.0,145.0,26.9,155.8,2086.0,27.6,65,44.8
4847,Statistical Area Level 3 (SA3),6,Knox,2,2017,0,Females,503.0,4.655,4.65473812885198,82066.0,612.9,432.4,85.0,131.0,26.0,140.3,2020.0,26.6,76,53.5
4848,Statistical Area Level 3 (SA3),6,Knox,3,2018,0,Females,475.0,4.47,4.469585982879791,82789.0,573.7,397.3,85.0,125.0,26.3,135.1,2027.0,26.5,58,44.6
4849,Statistical Area Level 3 (SA3),6,Knox,4,2019,0,Females,519.0,4.858,4.8581084596234865,83590.0,620.9,432.6,84.0,137.0,26.4,143.1,2181.0,28.3,57,47.1
4852,Statistical Area Level 3 (SA3),6,Manningham - East,2,2017,0,Females,80.0,5.181,5.1814490368204105,13858.0,577.3,351.7,82.5,22.0,27.5,122.2,223.0,17.6,9,40.9
4853,Statistical Area Level 3 (SA3),6,Manningham - East,3,2018,0,Females,97.0,5.7,5.7001533450251,13897.0,698.0,414.5,86.0,26.0,26.8,152.7,404.0,31.8,12,42.9
4854,Statistical Area Level 3 (SA3),6,Manningham - East,4,2019,0,Females,96.0,4.039,4.038868745263256,13968.0,687.3,392.9,86.0,27.0,28.1,163.9,423.0,33.3,9,36.0
4855,Statistical Area Level 3 (SA3),6,Maroondah,0,2015,0,Females,444.0,4.131,4.13086286176062,57770.0,768.6,473.5,86.0,96.0,21.6,154.8,1576.0,29.7,42,43.8
4856,Statistical Area Level 3 (SA3),6,Maroondah,1,2016,0,Females,419.0,4.1,4.099568371105161,58673.0,714.1,443.2,86.0,85.0,20.3,130.4,1187.0,22.0,39,45.9
4857,Statistical Area Level 3 (SA3),6,Maroondah,2,2017,0,Females,420.0,5.377,5.376836832730952,59508.0,705.8,432.8,86.0,87.0,20.7,130.8,1363.0,24.9,42,45.2
4858,Statistical Area Level 3 (SA3),6,Maroondah,3,2018,0,Females,414.0,4.225,4.225382306286535,60036.0,689.6,415.8,87.0,83.0,20.0,120.8,1150.0,20.9,36,42.4
4859,Statistical Area Level 3 (SA3),6,Maroondah,4,2019,0,Females,434.0,4.158,4.158332793259883,60485.0,717.5,442.9,86.0,94.0,21.7,133.8,1127.0,20.3,39,45.3
